T=2.26900e+00  B=0.00000e+00  ns=262144  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.40556e+00  -3.28957e-01
-1.40503e+00  -3.29514e-01
-1.41446e+00  -3.47977e-01
-1.41113e+00  -3.48335e-01
-1.41147e+00  -3.46275e-01
-1.39973e+00  -3.41019e-01
-1.41040e+00  -3.51768e-01
-1.40622e+00  -3.39165e-01
-1.40793e+00  -3.50342e-01
-1.41283e+00  -3.55782e-01
-1.40591e+00  -3.59016e-01
-1.39972e+00  -3.63251e-01
-1.40504e+00  -3.78067e-01
-1.41090e+00  -3.75771e-01
-1.41737e+00  -3.77113e-01
-1.40550e+00  -3.68088e-01
-1.40701e+00  -3.63594e-01
-1.39917e+00  -3.55202e-01
-1.40936e+00  -3.60031e-01
-1.41185e+00  -3.67493e-01
-1.41090e+00  -3.67798e-01
-1.40976e+00  -3.68431e-01
-1.40897e+00  -3.83224e-01
-1.40396e+00  -3.59718e-01
-1.40508e+00  -3.53546e-01
-1.41269e+00  -3.53668e-01
-1.41364e+00  -3.47534e-01
-1.40245e+00  -3.35197e-01
-1.40927e+00  -3.23845e-01
-1.40298e+00  -3.32771e-01
-1.41324e+00  -3.52859e-01
-1.40311e+00  -3.47618e-01
-1.41125e+00  -3.51768e-01
-1.40819e+00  -3.58932e-01
-1.41521e+00  -3.65334e-01
-1.42062e+00  -3.66936e-01
-1.40796e+00  -3.62305e-01
-1.41281e+00  -3.58459e-01
-1.42056e+00  -3.70827e-01
-1.41510e+00  -3.62984e-01
-1.40764e+00  -3.52707e-01
-1.40695e+00  -3.46329e-01
-1.41310e+00  -3.52089e-01
-1.40932e+00  -3.56415e-01
-1.40782e+00  -3.40485e-01
-1.41420e+00  -3.34740e-01
-1.41063e+00  -3.30513e-01
-1.41568e+00  -3.39035e-01
-1.40887e+00  -3.40836e-01
-1.40739e+00  -3.30193e-01
-1.41104e+00  -3.44994e-01
-1.40750e+00  -3.36845e-01
-1.41019e+00  -3.32146e-01
-1.41582e+00  -3.38776e-01
-1.41179e+00  -3.31100e-01
-1.41722e+00  -3.45078e-01
-1.41409e+00  -3.39088e-01
-1.42061e+00  -3.46313e-01
-1.41771e+00  -3.48633e-01
-1.41960e+00  -3.54622e-01
-1.40979e+00  -3.39348e-01
-1.40312e+00  -3.40256e-01
-1.40858e+00  -3.53310e-01
-1.41603e+00  -3.47023e-01
-1.40396e+00  -3.41164e-01
-1.42050e+00  -3.47412e-01
-1.42018e+00  -3.47275e-01
-1.40889e+00  -3.33321e-01
-1.40652e+00  -3.33305e-01
-1.41486e+00  -3.28644e-01
-1.42476e+00  -3.34587e-01
-1.41873e+00  -3.22334e-01
-1.41545e+00  -3.01086e-01
-1.39952e+00  -3.01476e-01
-1.40370e+00  -3.10013e-01
-1.40540e+00  -3.18573e-01
-1.40977e+00  -3.16055e-01
-1.40425e+00  -3.13034e-01
-1.41235e+00  -3.11539e-01
-1.41261e+00  -3.10486e-01
-1.39471e+00  -3.01125e-01
-1.41267e+00  -3.13286e-01
-1.40071e+00  -3.15559e-01
-1.40596e+00  -3.24211e-01
-1.41270e+00  -3.15651e-01
-1.41185e+00  -3.14934e-01
-1.41017e+00  -3.09814e-01
-1.41060e+00  -3.21922e-01
-1.40948e+00  -3.14636e-01
-1.40886e+00  -3.16467e-01
-1.40738e+00  -3.16986e-01
-1.40327e+00  -3.09982e-01
-1.41248e+00  -3.20404e-01
-1.40363e+00  -3.05550e-01
-1.40677e+00  -3.17986e-01
-1.40414e+00  -3.23906e-01
-1.42293e+00  -3.28514e-01
-1.41794e+00  -3.23853e-01
-1.40701e+00  -3.10394e-01
-1.41125e+00  -3.13477e-01
-1.40675e+00  -3.24730e-01
-1.40054e+00  -3.19244e-01
-1.40326e+00  -3.24295e-01
-1.39145e+00  -3.02216e-01
-1.40134e+00  -3.12202e-01
-1.39890e+00  -3.11890e-01
-1.40149e+00  -3.28949e-01
-1.39987e+00  -3.31528e-01
-1.39998e+00  -3.26607e-01
-1.40456e+00  -3.15414e-01
-1.40657e+00  -3.01872e-01
-1.39995e+00  -3.05138e-01
-1.40988e+00  -3.05984e-01
-1.40234e+00  -3.05511e-01
-1.39867e+00  -3.10593e-01
-1.39395e+00  -3.04199e-01
-1.40503e+00  -3.15575e-01
-1.40489e+00  -3.32924e-01
-1.40001e+00  -3.09158e-01
-1.40135e+00  -3.28232e-01
-1.40128e+00  -3.28033e-01
-1.41232e+00  -3.36334e-01
-1.40326e+00  -3.42430e-01
-1.40686e+00  -3.37540e-01
-1.40959e+00  -3.44650e-01
-1.40257e+00  -3.40553e-01
-1.41953e+00  -3.58780e-01
-1.41158e+00  -3.57437e-01
-1.39864e+00  -3.56277e-01
-1.40248e+00  -3.59764e-01
-1.40854e+00  -3.47504e-01
-1.40608e+00  -3.44887e-01
-1.41635e+00  -3.46382e-01
-1.41629e+00  -3.41103e-01
-1.40103e+00  -3.25958e-01
-1.41408e+00  -3.37746e-01
-1.41455e+00  -3.58650e-01
-1.42409e+00  -3.66837e-01
-1.41867e+00  -3.63037e-01
-1.40733e+00  -3.55240e-01
-1.41069e+00  -3.69896e-01
-1.41862e+00  -3.77434e-01
-1.43001e+00  -3.89900e-01
-1.42204e+00  -3.89496e-01
-1.41763e+00  -3.78212e-01
-1.42186e+00  -3.94463e-01
-1.42264e+00  -4.02924e-01
-1.42223e+00  -3.97949e-01
-1.41872e+00  -4.00322e-01
-1.41740e+00  -3.93311e-01
-1.41830e+00  -4.09203e-01
-1.41922e+00  -4.14902e-01
-1.41008e+00  -4.15352e-01
-1.41306e+00  -4.16199e-01
-1.40799e+00  -4.17290e-01
-1.41357e+00  -4.11354e-01
-1.42099e+00  -4.10095e-01
-1.41295e+00  -3.98666e-01
-1.41759e+00  -4.03328e-01
-1.40996e+00  -4.05281e-01
-1.40909e+00  -4.09210e-01
-1.41284e+00  -4.15039e-01
-1.41692e+00  -4.09256e-01
-1.40903e+00  -3.98987e-01
-1.40303e+00  -4.14368e-01
-1.41153e+00  -4.28932e-01
-1.41360e+00  -4.41437e-01
-1.41483e+00  -4.46976e-01
-1.42174e+00  -4.54819e-01
-1.42259e+00  -4.58099e-01
-1.41975e+00  -4.47945e-01
-1.41383e+00  -4.40086e-01
-1.41846e+00  -4.48212e-01
-1.43112e+00  -4.44420e-01
-1.41170e+00  -4.39362e-01
-1.41096e+00  -4.34601e-01
-1.40947e+00  -4.31992e-01
-1.40768e+00  -4.39392e-01
-1.41258e+00  -4.44649e-01
-1.41357e+00  -4.39323e-01
-1.41257e+00  -4.35242e-01
-1.42180e+00  -4.37790e-01
-1.41997e+00  -4.32022e-01
-1.40675e+00  -4.19006e-01
-1.40677e+00  -4.15665e-01
-1.40483e+00  -4.13254e-01
-1.40811e+00  -4.07623e-01
-1.40910e+00  -3.96400e-01
-1.41046e+00  -3.84193e-01
-1.39928e+00  -3.86391e-01
-1.41219e+00  -4.01016e-01
-1.41580e+00  -4.24278e-01
-1.41534e+00  -4.31107e-01
-1.40704e+00  -4.19785e-01
-1.41180e+00  -4.30046e-01
-1.41338e+00  -4.30290e-01
-1.41263e+00  -4.24919e-01
-1.41487e+00  -4.38263e-01
-1.41917e+00  -4.63249e-01
-1.42436e+00  -4.58633e-01
-1.42014e+00  -4.62402e-01
-1.41425e+00  -4.59679e-01
-1.40654e+00  -4.45168e-01
-1.41768e+00  -4.48715e-01
-1.41028e+00  -4.39865e-01
-1.41933e+00  -4.55017e-01
-1.42094e+00  -4.63074e-01
-1.42619e+00  -4.64172e-01
-1.42186e+00  -4.61845e-01
-1.41446e+00  -4.56848e-01
-1.41029e+00  -4.63539e-01
-1.42354e+00  -4.74228e-01
-1.41884e+00  -4.73183e-01
-1.42052e+00  -4.77081e-01
-1.40729e+00  -4.69261e-01
-1.41644e+00  -4.63951e-01
-1.41931e+00  -4.64935e-01
-1.40895e+00  -4.48257e-01
-1.40382e+00  -4.45312e-01
-1.41136e+00  -4.50783e-01
-1.41238e+00  -4.41307e-01
-1.41296e+00  -4.41833e-01
-1.41560e+00  -4.31229e-01
-1.40526e+00  -4.25339e-01
-1.40562e+00  -4.25903e-01
-1.41298e+00  -4.32411e-01
-1.41240e+00  -4.27254e-01
-1.41020e+00  -4.31107e-01
-1.40894e+00  -4.33945e-01
-1.40860e+00  -4.21715e-01
-1.40118e+00  -4.19708e-01
-1.41101e+00  -4.23172e-01
-1.41336e+00  -4.21005e-01
-1.40247e+00  -4.14940e-01
-1.40958e+00  -4.15871e-01
-1.39742e+00  -4.00101e-01
-1.40985e+00  -4.03404e-01
-1.41554e+00  -4.01764e-01
-1.40669e+00  -3.88435e-01
-1.41222e+00  -3.87650e-01
-1.40076e+00  -3.79524e-01
-1.40665e+00  -3.91266e-01
-1.41168e+00  -3.90526e-01
-1.40239e+00  -3.87955e-01
-1.40486e+00  -3.86986e-01
-1.41301e+00  -4.07097e-01
-1.41457e+00  -4.03786e-01
-1.40765e+00  -3.95187e-01
-1.40092e+00  -3.91151e-01
-1.40610e+00  -3.76160e-01
-1.41582e+00  -3.77029e-01
-1.41093e+00  -3.83591e-01
-1.41077e+00  -3.78143e-01
-1.41307e+00  -3.63342e-01
-1.41118e+00  -3.62190e-01
-1.40707e+00  -3.45604e-01
-1.40286e+00  -3.33534e-01
-1.40450e+00  -3.47328e-01
-1.41101e+00  -3.60168e-01
-1.40662e+00  -3.52570e-01
-1.40970e+00  -3.58025e-01
-1.40929e+00  -3.69781e-01
-1.40567e+00  -3.70445e-01
-1.40578e+00  -3.54134e-01
-1.40915e+00  -3.69278e-01
-1.39931e+00  -3.74748e-01
-1.41229e+00  -3.82118e-01
-1.41714e+00  -3.88824e-01
-1.41264e+00  -3.85330e-01
-1.41617e+00  -3.91304e-01
-1.41214e+00  -3.69537e-01
-1.40230e+00  -3.61191e-01
-1.41029e+00  -3.69705e-01
-1.40514e+00  -3.69209e-01
-1.40285e+00  -3.59947e-01
-1.41827e+00  -3.64418e-01
-1.41115e+00  -3.70506e-01
-1.41580e+00  -3.71178e-01
-1.40910e+00  -3.81279e-01
-1.40196e+00  -3.75298e-01
-1.39781e+00  -3.61786e-01
-1.41710e+00  -3.73558e-01
-1.41394e+00  -3.81996e-01
-1.41312e+00  -3.76785e-01
-1.41576e+00  -3.75252e-01
-1.41434e+00  -3.90144e-01
-1.41479e+00  -4.00108e-01
-1.41562e+00  -4.03557e-01
-1.40886e+00  -4.00864e-01
-1.40697e+00  -4.04121e-01
-1.41292e+00  -4.17412e-01
-1.41689e+00  -4.11346e-01
-1.41217e+00  -4.02222e-01
-1.40900e+00  -4.17351e-01
-1.40598e+00  -4.11697e-01
-1.40085e+00  -4.10751e-01
-1.40578e+00  -4.17488e-01
-1.40991e+00  -4.02275e-01
-1.40959e+00  -4.03183e-01
-1.41620e+00  -3.95920e-01
-1.40604e+00  -3.99460e-01
-1.41064e+00  -4.00322e-01
-1.41849e+00  -4.06792e-01
-1.41492e+00  -4.15916e-01
-1.40794e+00  -4.07646e-01
-1.41060e+00  -4.00650e-01
-1.40498e+00  -3.97896e-01
-1.41045e+00  -3.84308e-01
-1.40709e+00  -3.92654e-01
-1.40215e+00  -3.91853e-01
-1.39909e+00  -3.90419e-01
-1.40689e+00  -3.97034e-01
-1.40190e+00  -3.89343e-01
-1.41150e+00  -3.93822e-01
-1.40733e+00  -3.99101e-01
-1.41260e+00  -4.05350e-01
-1.40782e+00  -4.05373e-01
-1.41479e+00  -4.19174e-01
-1.41873e+00  -4.30740e-01
-1.41557e+00  -4.28970e-01
-1.41158e+00  -4.38370e-01
-1.41356e+00  -4.33174e-01
-1.41498e+00  -4.28436e-01
-1.41580e+00  -4.31618e-01
-1.41788e+00  -4.35265e-01
-1.41362e+00  -4.34509e-01
-1.41100e+00  -4.25621e-01
-1.40733e+00  -4.24660e-01
-1.41530e+00  -4.26216e-01
-1.41037e+00  -4.21722e-01
-1.40880e+00  -4.14185e-01
-1.41055e+00  -4.07326e-01
-1.40857e+00  -4.11568e-01
-1.41559e+00  -4.04419e-01
-1.40421e+00  -4.05045e-01
-1.41069e+00  -4.01070e-01
-1.41298e+00  -3.93158e-01
-1.41112e+00  -4.03549e-01
-1.41748e+00  -4.08478e-01
-1.40430e+00  -4.02084e-01
-1.40984e+00  -4.04938e-01
-1.40546e+00  -3.89587e-01
-1.40901e+00  -3.97308e-01
-1.40628e+00  -3.94653e-01
-1.40514e+00  -3.93089e-01
-1.39992e+00  -3.92555e-01
-1.39368e+00  -3.92586e-01
-1.40302e+00  -3.93181e-01
-1.41344e+00  -4.07852e-01
-1.40874e+00  -3.98903e-01
-1.42047e+00  -3.94913e-01
-1.40742e+00  -3.91365e-01
-1.41754e+00  -4.00757e-01
-1.41899e+00  -4.07555e-01
-1.41139e+00  -3.92052e-01
-1.41219e+00  -3.93059e-01
-1.41689e+00  -4.00543e-01
-1.40012e+00  -3.90411e-01
-1.40285e+00  -3.92326e-01
-1.40483e+00  -3.97957e-01
-1.41548e+00  -4.19449e-01
-1.41664e+00  -4.07135e-01
-1.41884e+00  -4.09348e-01
-1.42149e+00  -4.10896e-01
-1.41971e+00  -4.14238e-01
-1.41495e+00  -4.10706e-01
-1.42278e+00  -3.98430e-01
-1.42563e+00  -3.88763e-01
-1.42172e+00  -4.06197e-01
-1.41843e+00  -4.05251e-01
-1.42020e+00  -4.12498e-01
-1.42204e+00  -4.08821e-01
-1.42249e+00  -4.26353e-01
-1.42201e+00  -4.28871e-01
-1.41963e+00  -4.25690e-01
-1.42535e+00  -4.17572e-01
-1.41829e+00  -4.18175e-01
-1.41452e+00  -4.08333e-01
-1.42244e+00  -4.15771e-01
-1.41547e+00  -4.24881e-01
-1.41434e+00  -4.11743e-01
-1.40707e+00  -4.11148e-01
-1.42142e+00  -4.25148e-01
-1.42039e+00  -4.25049e-01
-1.41441e+00  -4.28902e-01
-1.41327e+00  -4.16672e-01
-1.41078e+00  -4.06952e-01
-1.42249e+00  -4.09119e-01
-1.41544e+00  -4.03625e-01
-1.42017e+00  -3.99002e-01
-1.41428e+00  -3.87573e-01
-1.42401e+00  -3.96584e-01
-1.40665e+00  -3.92220e-01
-1.40753e+00  -3.77068e-01
-1.40364e+00  -3.68538e-01
-1.41573e+00  -3.88222e-01
-1.41151e+00  -3.84880e-01
-1.40462e+00  -3.64738e-01
-1.40248e+00  -3.64426e-01
-1.41525e+00  -3.65135e-01
-1.40996e+00  -3.60283e-01
-1.41388e+00  -3.53363e-01
-1.40689e+00  -3.64746e-01
-1.40909e+00  -3.80287e-01
-1.41075e+00  -3.85582e-01
-1.40617e+00  -3.76747e-01
-1.41225e+00  -3.65540e-01
-1.40381e+00  -3.74130e-01
-1.41399e+00  -3.73650e-01
-1.41248e+00  -3.80272e-01
-1.41530e+00  -3.79028e-01
-1.41994e+00  -3.76320e-01
-1.41269e+00  -3.77136e-01
