T=2.40000e+00  B=0.00000e+00  Ns=40000  E_exact=-1.20397e+00  M_exact=0.00000e+00
     E           M        
--------------------------
-1.21550e+00  9.05000e-03
-1.18660e+00  1.70000e-03
-1.20810e+00  7.95000e-03
-1.20480e+00  4.21500e-02
-1.20070e+00  6.63000e-02
-1.18100e+00  7.24000e-02
-1.19320e+00  7.78000e-02
-1.19460e+00  5.41500e-02
-1.17370e+00  2.50000e-02
-1.19470e+00  2.06000e-02
-1.19520e+00  3.59000e-02
-1.21040e+00  -2.10000e-03
-1.20170e+00  6.30000e-03
-1.20200e+00  1.03000e-02
-1.18470e+00  2.89500e-02
-1.20640e+00  -2.55000e-03
-1.20090e+00  -9.05000e-03
-1.18690e+00  -5.99500e-02
-1.19650e+00  -6.25000e-02
-1.19780e+00  -5.40500e-02
-1.18690e+00  -4.79500e-02
-1.22250e+00  -6.35500e-02
-1.18400e+00  -5.50000e-03
-1.20430e+00  -1.36000e-02
-1.21140e+00  8.10000e-03
-1.19650e+00  4.75000e-03
-1.21810e+00  -4.65000e-02
-1.19230e+00  4.00000e-03
-1.18910e+00  1.28500e-02
-1.22200e+00  8.90000e-03
-1.20950e+00  1.65000e-03
-1.23310e+00  9.45000e-03
-1.21040e+00  -4.23000e-02
-1.17600e+00  -2.49500e-02
-1.21280e+00  -4.44500e-02
-1.19180e+00  -4.25500e-02
-1.19910e+00  -5.05000e-02
-1.20050e+00  -6.28000e-02
-1.19550e+00  -4.53500e-02
-1.21640e+00  -5.18500e-02
-1.18520e+00  -8.53000e-02
-1.19310e+00  -1.70000e-02
-1.20560e+00  -7.55500e-02
-1.18480e+00  -4.31000e-02
-1.19440e+00  1.61500e-02
-1.19620e+00  -1.45000e-02
-1.19320e+00  -1.65500e-02
-1.18430e+00  1.27000e-02
-1.17940e+00  -1.02500e-02
-1.20770e+00  -2.10500e-02
-1.19610e+00  -5.31500e-02
-1.19570e+00  -2.47000e-02
-1.18090e+00  -1.84500e-02
-1.19540e+00  -1.24000e-02
-1.20130e+00  -2.37000e-02
-1.22610e+00  -1.70000e-03
-1.19770e+00  -2.74000e-02
-1.19410e+00  -4.15000e-02
-1.19080e+00  -6.56000e-02
-1.21100e+00  -3.84500e-02
-1.20650e+00  6.50000e-03
-1.20580e+00  -1.83000e-02
-1.20010e+00  4.55000e-03
-1.20930e+00  2.67500e-02
-1.20580e+00  1.15000e-03
-1.20560e+00  -4.03500e-02
-1.18310e+00  -1.58000e-02
-1.20010e+00  -1.16500e-02
-1.19410e+00  -3.00500e-02
-1.19180e+00  -2.61000e-02
-1.22360e+00  6.05000e-03
-1.20120e+00  2.28000e-02
-1.19660e+00  5.04000e-02
-1.17830e+00  3.79000e-02
-1.19500e+00  5.50000e-02
-1.19680e+00  1.74000e-02
-1.18460e+00  5.92000e-02
-1.19220e+00  1.76000e-02
-1.22640e+00  -3.63500e-02
-1.20590e+00  1.00500e-02
-1.19100e+00  -3.21500e-02
-1.20480e+00  -1.13000e-02
-1.20370e+00  1.15500e-02
-1.19970e+00  2.39000e-02
-1.20500e+00  2.34500e-02
-1.19690e+00  9.15500e-02
-1.21840e+00  1.19550e-01
-1.17950e+00  1.02050e-01
-1.20360e+00  1.19150e-01
-1.18130e+00  1.01600e-01
-1.20870e+00  8.14500e-02
-1.18900e+00  3.26000e-02
-1.20700e+00  5.18500e-02
-1.21310e+00  6.06000e-02
-1.21640e+00  1.89500e-02
-1.20610e+00  4.35000e-03
-1.19460e+00  -3.10000e-03
-1.19240e+00  -3.09500e-02
-1.21450e+00  -1.47000e-02
-1.21920e+00  -4.79000e-02
-1.20460e+00  -9.45500e-02
-1.21970e+00  -6.61500e-02
-1.21770e+00  -6.47500e-02
-1.23370e+00  -4.22500e-02
-1.22600e+00  -3.04500e-02
-1.20370e+00  -5.68000e-02
-1.21070e+00  -4.12500e-02
-1.22060e+00  -4.34000e-02
-1.21080e+00  -2.36500e-02
-1.21630e+00  -1.66000e-02
-1.21870e+00  -2.30000e-02
-1.19860e+00  -4.32000e-02
-1.20630e+00  -2.18500e-02
-1.22050e+00  2.50000e-04
-1.20010e+00  4.51000e-02
-1.18980e+00  5.58000e-02
-1.19160e+00  5.34500e-02
-1.19250e+00  5.24500e-02
-1.20120e+00  4.55000e-03
-1.18600e+00  1.82000e-02
-1.16380e+00  7.25000e-03
-1.19100e+00  2.00000e-02
-1.20160e+00  -2.60000e-02
-1.20820e+00  3.23000e-02
-1.21950e+00  1.71000e-02
-1.19840e+00  5.01500e-02
-1.19500e+00  8.47500e-02
-1.20210e+00  5.82500e-02
-1.20310e+00  6.48000e-02
-1.19700e+00  1.11300e-01
-1.20370e+00  1.12550e-01
-1.20430e+00  6.67000e-02
-1.21850e+00  5.95500e-02
-1.20580e+00  7.68000e-02
-1.18600e+00  5.68500e-02
-1.19650e+00  3.54500e-02
-1.20770e+00  7.79500e-02
-1.21970e+00  3.87000e-02
-1.23350e+00  5.25500e-02
-1.21830e+00  7.25500e-02
-1.19570e+00  5.14500e-02
-1.18840e+00  2.77500e-02
-1.22780e+00  -5.01000e-02
-1.19180e+00  -3.75000e-03
-1.21860e+00  -6.84000e-02
-1.21240e+00  -9.50500e-02
-1.20110e+00  -1.28550e-01
-1.20710e+00  -1.38300e-01
-1.21840e+00  -1.26200e-01
-1.21150e+00  -1.14450e-01
-1.20380e+00  -7.32000e-02
-1.20970e+00  -5.36500e-02
-1.20410e+00  -2.05500e-02
-1.21170e+00  1.49500e-02
-1.19000e+00  3.86000e-02
-1.21450e+00  -4.15000e-03
-1.21110e+00  3.00000e-02
-1.20800e+00  3.06000e-02
-1.22900e+00  6.41500e-02
-1.19240e+00  3.16000e-02
-1.21620e+00  2.90500e-02
-1.20780e+00  3.46500e-02
-1.18870e+00  2.02500e-02
-1.19220e+00  -1.04500e-02
-1.20350e+00  1.32500e-02
-1.19510e+00  3.68000e-02
-1.19500e+00  -6.00000e-04
-1.20840e+00  -2.07500e-02
-1.21620e+00  3.40000e-02
-1.21450e+00  3.35000e-02
-1.21800e+00  3.10500e-02
-1.18620e+00  4.38500e-02
-1.19510e+00  1.90000e-02
-1.18180e+00  5.13500e-02
-1.20340e+00  5.61500e-02
-1.21510e+00  1.42000e-02
-1.19700e+00  -4.95000e-03
-1.20060e+00  9.10000e-03
-1.19910e+00  -3.51500e-02
-1.18220e+00  -6.31500e-02
-1.19110e+00  -4.17500e-02
-1.20980e+00  -2.34000e-02
-1.18500e+00  -4.80500e-02
-1.21410e+00  -3.43500e-02
-1.21050e+00  -1.05000e-02
-1.21530e+00  -2.05000e-02
-1.18770e+00  -2.40000e-02
-1.18210e+00  -4.11000e-02
-1.17570e+00  -5.72000e-02
-1.20030e+00  -7.22500e-02
-1.21730e+00  -8.85500e-02
-1.19790e+00  -9.62000e-02
-1.21710e+00  -1.45100e-01
-1.20560e+00  -6.14500e-02
-1.23060e+00  -2.16000e-02
-1.22310e+00  -2.11000e-02
-1.21030e+00  -5.40000e-02
-1.20780e+00  -1.03900e-01
-1.19240e+00  -1.02800e-01
-1.20850e+00  -1.03300e-01
-1.21290e+00  -1.09050e-01
-1.20840e+00  -1.28400e-01
-1.21080e+00  -8.37500e-02
-1.23220e+00  -7.62000e-02
-1.20260e+00  -4.21500e-02
-1.19680e+00  -3.41000e-02
-1.20710e+00  -2.17500e-02
-1.19870e+00  -6.36500e-02
-1.17180e+00  -7.03500e-02
-1.19260e+00  -5.87000e-02
-1.19760e+00  -6.55000e-02
-1.19340e+00  -3.62000e-02
-1.20090e+00  -1.00000e-02
-1.17030e+00  -1.27500e-02
-1.19430e+00  -3.82500e-02
-1.20330e+00  8.15000e-03
-1.18260e+00  2.14000e-02
-1.19350e+00  2.18000e-02
-1.21060e+00  1.00800e-01
-1.21800e+00  7.55000e-02
-1.19960e+00  5.78500e-02
-1.19630e+00  8.67000e-02
-1.19650e+00  1.38350e-01
-1.22420e+00  1.38150e-01
-1.19830e+00  1.19950e-01
-1.21360e+00  9.12000e-02
-1.22500e+00  1.14200e-01
-1.19430e+00  1.12450e-01
-1.21460e+00  7.28000e-02
-1.19960e+00  6.59000e-02
-1.20770e+00  1.07850e-01
-1.19350e+00  1.17700e-01
-1.18660e+00  8.24500e-02
-1.19460e+00  2.55500e-02
-1.21960e+00  3.80500e-02
-1.20470e+00  4.92000e-02
-1.18710e+00  4.52500e-02
-1.19410e+00  5.78000e-02
-1.21000e+00  5.22500e-02
-1.20000e+00  -6.30000e-03
-1.19310e+00  -1.59500e-02
-1.19670e+00  -1.61000e-02
-1.19750e+00  5.40000e-03
-1.21120e+00  2.33500e-02
-1.20490e+00  -1.52000e-02
-1.18820e+00  -2.91000e-02
-1.18580e+00  -2.58500e-02
-1.18700e+00  -1.66500e-02
-1.19860e+00  -5.18500e-02
-1.20490e+00  -4.48000e-02
-1.20890e+00  -5.29500e-02
-1.19850e+00  -1.97000e-02
-1.20000e+00  2.06000e-02
-1.21260e+00  -2.03000e-02
-1.20760e+00  -4.21500e-02
-1.20180e+00  -1.58000e-02
-1.21680e+00  -5.10000e-02
-1.20330e+00  -8.07000e-02
-1.19910e+00  -8.34500e-02
-1.20700e+00  -5.91500e-02
-1.20460e+00  6.50000e-03
-1.19610e+00  2.27000e-02
-1.21490e+00  5.14500e-02
-1.21120e+00  5.66000e-02
-1.20730e+00  4.71000e-02
-1.20510e+00  4.82000e-02
-1.23990e+00  7.26500e-02
-1.22150e+00  7.09500e-02
-1.17280e+00  9.95000e-03
