T=2.50000e+00  B=0.00000e+00  Ns=40000  E_exact=-1.10608e+00  M_exact=0.00000e+00
     E           M        
--------------------------
-1.10100e+00  1.64500e-02
-1.12590e+00  1.81000e-02
-1.10130e+00  5.38500e-02
-1.12290e+00  1.35650e-01
-1.10910e+00  4.42000e-02
-1.10490e+00  3.15000e-03
-1.10530e+00  2.39500e-02
-1.10120e+00  3.46500e-02
-1.10440e+00  3.34500e-02
-1.11910e+00  3.99000e-02
-1.10260e+00  3.40000e-03
-1.10700e+00  -3.69500e-02
-1.09670e+00  -4.12500e-02
-1.10850e+00  -4.84000e-02
-1.09960e+00  -3.91500e-02
-1.11200e+00  -4.29000e-02
-1.11100e+00  -2.73000e-02
-1.09440e+00  3.08000e-02
-1.10020e+00  2.31000e-02
-1.08460e+00  4.92500e-02
-1.11700e+00  6.32500e-02
-1.11120e+00  5.67500e-02
-1.09800e+00  6.44000e-02
-1.11710e+00  8.80000e-02
-1.11290e+00  7.40500e-02
-1.09860e+00  6.90000e-03
-1.12020e+00  1.09000e-02
-1.12870e+00  -3.89000e-02
-1.10950e+00  -9.00000e-03
-1.11610e+00  -3.37500e-02
-1.11230e+00  -3.24500e-02
-1.11150e+00  -5.90000e-03
-1.11780e+00  5.00000e-04
-1.09190e+00  -5.35000e-03
-1.11400e+00  -1.38000e-02
-1.09770e+00  -3.56000e-02
-1.10460e+00  -1.15500e-02
-1.13340e+00  -1.44000e-02
-1.10650e+00  -5.40000e-03
-1.11060e+00  7.65000e-03
-1.11140e+00  -1.41000e-02
-1.10460e+00  -2.84500e-02
-1.09810e+00  -2.05000e-03
-1.09000e+00  -3.77000e-02
-1.10740e+00  9.60000e-03
-1.10310e+00  5.95000e-03
-1.11220e+00  -4.65500e-02
-1.08600e+00  -3.19500e-02
-1.12850e+00  -2.46500e-02
-1.11270e+00  -1.39000e-02
-1.10180e+00  -1.62000e-02
-1.09610e+00  -2.99000e-02
-1.12320e+00  -7.27500e-02
-1.10930e+00  -3.40500e-02
-1.12040e+00  -2.43000e-02
-1.12100e+00  -4.00000e-03
-1.12330e+00  3.70000e-03
-1.09920e+00  -2.37500e-02
-1.10240e+00  1.45000e-02
-1.11970e+00  -3.46500e-02
-1.11680e+00  -1.47500e-02
-1.13420e+00  -1.22500e-02
-1.09930e+00  5.47000e-02
-1.12160e+00  8.02500e-02
-1.10130e+00  9.86000e-02
-1.10550e+00  1.23500e-02
-1.09910e+00  4.26000e-02
-1.10030e+00  7.26500e-02
-1.09000e+00  2.02000e-02
-1.10760e+00  -2.98000e-02
-1.12170e+00  -6.75000e-03
-1.08380e+00  2.26000e-02
-1.10120e+00  8.55000e-03
-1.09790e+00  1.30500e-02
-1.09760e+00  2.98500e-02
-1.08440e+00  -2.20000e-02
-1.09790e+00  -4.37000e-02
-1.09880e+00  1.00500e-02
-1.10080e+00  -2.45000e-03
-1.10230e+00  3.21500e-02
-1.09700e+00  3.76500e-02
-1.09410e+00  1.57500e-02
-1.11200e+00  7.13000e-02
-1.10690e+00  6.74500e-02
-1.11360e+00  8.57000e-02
-1.10410e+00  4.12000e-02
-1.11760e+00  -1.47000e-02
-1.08420e+00  1.21500e-02
-1.11880e+00  -4.00500e-02
-1.09160e+00  8.15000e-03
-1.11330e+00  2.66000e-02
-1.10650e+00  -1.24500e-02
-1.12030e+00  -1.90000e-02
-1.11640e+00  3.94000e-02
-1.12370e+00  6.42500e-02
-1.09890e+00  8.52500e-02
-1.11330e+00  5.01000e-02
-1.10230e+00  5.97000e-02
-1.09210e+00  1.46500e-02
-1.09560e+00  1.40500e-02
-1.11430e+00  -5.55000e-02
-1.12300e+00  -4.14500e-02
-1.09340e+00  3.60000e-03
-1.10850e+00  -2.81500e-02
-1.11230e+00  1.74500e-02
-1.09860e+00  2.59500e-02
-1.11330e+00  -1.22500e-02
-1.10330e+00  3.59000e-02
-1.09960e+00  -5.70000e-03
-1.09870e+00  -2.80000e-03
-1.10270e+00  -3.89500e-02
