-0.023913415836 -0.017576444238 -0.015188536134 -0.017576444238 
-0.017576444238 -0.016072457918 -0.015113776580 -0.016072457918 
-0.015188536134 -0.015113776580 -0.014907088401 -0.015113776580 
-0.017576444238 -0.016072457918 -0.015113776580 -0.016072457918 

-0.017576444238 -0.016072457918 -0.015113776580 -0.016072457918 
-0.016072457918 -0.015443598141 -0.014946666989 -0.015443598141 
-0.015113776580 -0.014946666989 -0.014761966915 -0.014946666989 
-0.016072457918 -0.015443598141 -0.014946666989 -0.015443598141 

-0.015188536134 -0.015113776580 -0.014907088401 -0.015113776580 
-0.015113776580 -0.014946666989 -0.014761966915 -0.014946666989 
-0.014907088401 -0.014761966915 -0.014625640669 -0.014761966915 
-0.015113776580 -0.014946666989 -0.014761966915 -0.014946666989 

-0.017576444238 -0.016072457918 -0.015113776580 -0.016072457918 
-0.016072457918 -0.015443598141 -0.014946666989 -0.015443598141 
-0.015113776580 -0.014946666989 -0.014761966915 -0.014946666989 
-0.016072457918 -0.015443598141 -0.014946666989 -0.015443598141 

