T=2.26900e+00  B=0.00000e+00  Ns=40000  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.40720e+00  -2.80000e-02
-1.41650e+00  -9.75000e-03
-1.40760e+00  -4.10500e-02
-1.38420e+00  -6.27000e-02
-1.38950e+00  -4.53500e-02
-1.40890e+00  -6.56000e-02
-1.36820e+00  -7.66000e-02
-1.37650e+00  -5.87500e-02
-1.39460e+00  -6.84500e-02
-1.39310e+00  -5.72500e-02
-1.39060e+00  -2.04000e-02
-1.39180e+00  -7.70000e-03
-1.39910e+00  -1.64500e-02
-1.39330e+00  -2.43000e-02
-1.38630e+00  -2.51000e-02
-1.36480e+00  -1.75500e-02
-1.40670e+00  -4.60000e-03
-1.40680e+00  4.21000e-02
-1.39780e+00  1.78500e-02
-1.40010e+00  4.96500e-02
-1.40720e+00  6.44000e-02
-1.38800e+00  4.18500e-02
-1.37990e+00  1.93500e-02
-1.40600e+00  1.18000e-02
-1.39770e+00  5.43500e-02
-1.37550e+00  6.39000e-02
-1.39720e+00  6.02000e-02
-1.40460e+00  5.41000e-02
-1.40400e+00  7.32500e-02
-1.39550e+00  7.57000e-02
-1.39040e+00  6.08000e-02
-1.38680e+00  7.24500e-02
-1.37180e+00  4.44000e-02
-1.41230e+00  6.25500e-02
-1.39970e+00  8.67000e-02
-1.37300e+00  8.88500e-02
-1.38870e+00  1.42400e-01
-1.38650e+00  1.36750e-01
-1.37000e+00  1.39100e-01
-1.39320e+00  1.66800e-01
-1.39330e+00  1.66650e-01
-1.40810e+00  1.56000e-01
-1.40650e+00  1.55450e-01
-1.40240e+00  1.74250e-01
-1.39230e+00  2.01650e-01
-1.39770e+00  1.85600e-01
-1.41460e+00  1.90250e-01
-1.38190e+00  1.94150e-01
-1.39270e+00  1.89400e-01
-1.38740e+00  1.88600e-01
-1.38440e+00  1.77600e-01
-1.43320e+00  1.71050e-01
-1.40690e+00  1.79250e-01
-1.41080e+00  1.75150e-01
-1.41160e+00  2.04000e-01
-1.40120e+00  2.21900e-01
-1.39630e+00  2.07850e-01
-1.39870e+00  2.26700e-01
-1.38470e+00  1.88050e-01
-1.38630e+00  2.01250e-01
-1.39530e+00  1.92300e-01
-1.41970e+00  1.56450e-01
-1.39820e+00  1.75950e-01
-1.40830e+00  1.67050e-01
-1.40850e+00  1.82700e-01
-1.39680e+00  1.86000e-01
-1.40830e+00  1.23350e-01
-1.39180e+00  9.24500e-02
-1.40300e+00  5.32000e-02
-1.39060e+00  3.97500e-02
-1.40920e+00  8.95000e-03
-1.42420e+00  4.07000e-02
-1.40250e+00  6.99500e-02
-1.38880e+00  1.12500e-01
-1.41170e+00  1.12900e-01
-1.41560e+00  9.93500e-02
-1.40180e+00  7.39500e-02
-1.41980e+00  8.12000e-02
-1.41990e+00  1.03150e-01
-1.41980e+00  1.01050e-01
-1.41690e+00  9.61000e-02
-1.40530e+00  9.57500e-02
-1.41860e+00  9.75000e-02
-1.38600e+00  6.29500e-02
-1.40530e+00  1.01400e-01
-1.41440e+00  9.94000e-02
-1.38710e+00  5.94500e-02
-1.40420e+00  4.22500e-02
-1.37480e+00  4.28000e-02
-1.37600e+00  3.75000e-02
-1.36940e+00  5.40000e-02
-1.37360e+00  4.72000e-02
-1.38740e+00  5.20000e-02
-1.37430e+00  2.59500e-02
-1.40060e+00  2.65000e-03
-1.39740e+00  -8.35000e-03
-1.40120e+00  -5.50000e-03
-1.40790e+00  -3.40000e-02
-1.40740e+00  7.50000e-04
-1.37280e+00  -2.75000e-02
-1.36820e+00  -3.44500e-02
-1.39390e+00  -2.04500e-02
-1.38010e+00  -1.09500e-02
-1.37890e+00  -1.44500e-02
-1.37380e+00  -4.75500e-02
-1.36690e+00  -4.89000e-02
-1.36840e+00  -6.73500e-02
-1.36530e+00  -5.96000e-02
-1.39150e+00  -6.86500e-02
-1.37090e+00  -7.30500e-02
-1.39140e+00  -1.01800e-01
-1.37390e+00  -1.06450e-01
-1.38530e+00  -9.25000e-02
-1.38040e+00  -8.29000e-02
-1.37620e+00  -6.84500e-02
-1.39420e+00  -9.09000e-02
-1.40410e+00  -7.06000e-02
-1.38000e+00  -5.95000e-02
-1.40740e+00  -6.02000e-02
-1.40320e+00  -4.23500e-02
-1.38330e+00  -2.72500e-02
-1.36720e+00  -1.47000e-02
-1.38170e+00  -4.70000e-03
-1.39010e+00  2.12000e-02
-1.40400e+00  8.60000e-03
-1.36290e+00  -3.01000e-02
-1.37580e+00  -2.84000e-02
-1.36860e+00  -3.84500e-02
-1.38280e+00  -5.10000e-03
-1.39820e+00  1.18500e-02
-1.37980e+00  2.75500e-02
-1.38250e+00  4.50000e-04
-1.38440e+00  -5.70000e-03
-1.39130e+00  3.12500e-02
-1.41250e+00  4.12000e-02
-1.41400e+00  2.16500e-02
-1.40530e+00  -2.50000e-04
-1.38130e+00  2.18000e-02
-1.39670e+00  2.11500e-02
-1.42890e+00  2.42500e-02
-1.42000e+00  3.18500e-02
-1.41000e+00  1.24500e-02
-1.39330e+00  3.41500e-02
-1.41730e+00  2.53000e-02
-1.39230e+00  4.70500e-02
-1.40760e+00  6.84000e-02
-1.39510e+00  7.65000e-02
-1.39910e+00  6.40500e-02
-1.41640e+00  5.61500e-02
-1.40790e+00  7.03000e-02
-1.39760e+00  2.63000e-02
-1.39790e+00  5.85000e-03
-1.38980e+00  5.55000e-03
-1.41160e+00  -4.89000e-02
-1.40630e+00  -3.09500e-02
-1.38570e+00  -1.59000e-02
-1.39330e+00  -3.50000e-02
-1.40500e+00  -6.41500e-02
-1.40010e+00  -1.15900e-01
-1.40220e+00  -1.27350e-01
-1.38080e+00  -1.51250e-01
-1.39700e+00  -1.59650e-01
-1.40230e+00  -1.50400e-01
-1.38620e+00  -1.21800e-01
-1.38900e+00  -1.23450e-01
-1.41420e+00  -9.08000e-02
-1.38730e+00  -9.19500e-02
-1.40480e+00  -9.30000e-02
-1.41600e+00  -1.20400e-01
-1.38430e+00  -8.60500e-02
-1.38250e+00  -8.25500e-02
-1.37910e+00  -8.59500e-02
-1.39320e+00  -7.95000e-02
-1.38250e+00  -1.07150e-01
-1.38430e+00  -8.02000e-02
-1.38720e+00  -6.56500e-02
-1.39740e+00  -8.14000e-02
-1.38050e+00  -5.10000e-02
-1.40460e+00  -4.94500e-02
-1.41640e+00  -4.41500e-02
-1.41380e+00  -3.39500e-02
-1.39460e+00  -7.56000e-02
-1.40380e+00  -7.92500e-02
-1.39390e+00  -9.61000e-02
-1.39040e+00  -1.18800e-01
-1.39350e+00  -7.22000e-02
-1.38260e+00  -4.92500e-02
-1.38640e+00  -1.54500e-02
-1.39860e+00  -5.50000e-03
-1.39950e+00  -1.10000e-03
-1.41660e+00  1.95000e-02
-1.41390e+00  1.65500e-02
-1.41530e+00  1.83500e-02
-1.41040e+00  3.14000e-02
-1.42040e+00  4.27500e-02
-1.40700e+00  5.66500e-02
-1.42120e+00  5.14000e-02
-1.42530e+00  2.59000e-02
-1.41210e+00  2.45500e-02
-1.41260e+00  1.57000e-02
-1.39730e+00  -7.55000e-03
-1.40150e+00  2.68000e-02
-1.36910e+00  -1.55000e-03
-1.40090e+00  1.09500e-02
-1.39140e+00  1.94000e-02
-1.40490e+00  7.05000e-03
-1.43110e+00  -2.97000e-02
-1.41180e+00  -2.36000e-02
-1.40860e+00  -2.70500e-02
-1.39740e+00  -3.44000e-02
-1.40900e+00  -2.48500e-02
-1.40000e+00  -1.51000e-02
-1.40650e+00  -1.75500e-02
-1.40420e+00  -3.53000e-02
-1.40970e+00  -4.29000e-02
-1.39710e+00  -2.82500e-02
-1.38940e+00  -5.00000e-05
-1.37170e+00  -3.29000e-02
-1.40690e+00  -6.95000e-03
-1.38890e+00  3.95000e-03
-1.38450e+00  -5.15000e-03
-1.37160e+00  -1.26500e-02
-1.38410e+00  -2.37000e-02
-1.41120e+00  -4.13500e-02
-1.38360e+00  -3.06500e-02
-1.38160e+00  -1.60500e-02
-1.39400e+00  -2.79500e-02
-1.39160e+00  -8.67500e-02
-1.40860e+00  -1.08250e-01
-1.41170e+00  -1.13400e-01
-1.39760e+00  -8.43500e-02
-1.41720e+00  -7.89000e-02
-1.38700e+00  -7.52500e-02
-1.37810e+00  -8.80000e-02
-1.41180e+00  -6.97000e-02
-1.39330e+00  -5.30000e-02
-1.37130e+00  -4.49000e-02
-1.36800e+00  -5.62500e-02
-1.39290e+00  -2.95500e-02
-1.40020e+00  -7.70500e-02
-1.41380e+00  -8.73500e-02
-1.38140e+00  -7.47000e-02
-1.39220e+00  -7.35000e-02
-1.39450e+00  -8.45500e-02
-1.41540e+00  -1.23750e-01
-1.39560e+00  -9.94500e-02
-1.39450e+00  -1.10350e-01
-1.42940e+00  -6.42500e-02
-1.42040e+00  -8.06500e-02
-1.37630e+00  -4.90500e-02
-1.38240e+00  -4.79500e-02
-1.39200e+00  -7.36000e-02
-1.35040e+00  -8.90000e-02
-1.36180e+00  -8.59500e-02
-1.36660e+00  -7.77500e-02
-1.36690e+00  -5.27500e-02
-1.38110e+00  -7.07000e-02
-1.37010e+00  -1.20500e-02
-1.37090e+00  -5.90000e-03
-1.39420e+00  4.05000e-03
-1.38230e+00  -9.70000e-03
-1.38130e+00  -3.00000e-04
-1.40870e+00  -4.00000e-03
-1.38510e+00  6.05000e-03
-1.39900e+00  1.30000e-03
-1.39660e+00  8.95000e-03
-1.39030e+00  -1.74000e-02
-1.36770e+00  -3.11500e-02
-1.39760e+00  -4.16000e-02
-1.39360e+00  -4.93000e-02
-1.39680e+00  -5.50000e-02
-1.38970e+00  -2.98500e-02
-1.39470e+00  -4.60500e-02
-1.39110e+00  -4.32500e-02
-1.39760e+00  -3.16500e-02
-1.41700e+00  -1.00000e-02
-1.38840e+00  -8.20000e-03
-1.40040e+00  -3.19000e-02
-1.38700e+00  -1.70500e-02
-1.40430e+00  -1.26000e-02
-1.38400e+00  1.25000e-02
-1.41360e+00  1.05000e-03
-1.41580e+00  -1.24500e-02
-1.40140e+00  -2.36500e-02
-1.37650e+00  1.51000e-02
-1.38470e+00  1.07500e-02
