-0.000213374980 -0.000105376488 -0.000060454677 -0.000050529021 -0.000042577065 -0.000039670558 -0.000036498068 -0.000035197054 -0.000033521891 -0.000032852518 -0.000031847957 -0.000031510047 -0.000030876617 -0.000030754293 -0.000030362294 -0.000030410143 -0.000030200664 -0.000030410143 -0.000030362294 -0.000030754293 -0.000030876617 -0.000031510047 -0.000031847957 -0.000032852518 -0.000033521891 -0.000035197054 -0.000036498068 -0.000039670558 -0.000042577065 -0.000050529021 -0.000060454677 -0.000105376488 
-0.000105376488 -0.000080129957 -0.000057991863 -0.000048466570 -0.000042431875 -0.000039088137 -0.000036531800 -0.000034931271 -0.000033577785 -0.000032696147 -0.000031904240 -0.000031401044 -0.000030930333 -0.000030667490 -0.000030414017 -0.000030332442 -0.000030251684 -0.000030332442 -0.000030414017 -0.000030667490 -0.000030930333 -0.000031401044 -0.000031904240 -0.000032696147 -0.000033577785 -0.000034931271 -0.000036531800 -0.000039088137 -0.000042431875 -0.000048466570 -0.000057991863 -0.000080129957 
-0.000060454677 -0.000057991863 -0.000051158853 -0.000045233376 -0.000041109950 -0.000038200889 -0.000036122055 -0.000034576433 -0.000033414645 -0.000032518169 -0.000031829789 -0.000031295641 -0.000030893044 -0.000030594557 -0.000030392585 -0.000030272419 -0.000030234723 -0.000030272419 -0.000030392585 -0.000030594557 -0.000030893044 -0.000031295641 -0.000031829789 -0.000032518169 -0.000033414645 -0.000034576433 -0.000036122055 -0.000038200889 -0.000041109950 -0.000045233376 -0.000051158853 -0.000057991863 
-0.000050529021 -0.000048466570 -0.000045233376 -0.000042042264 -0.000039287827 -0.000037127302 -0.000035435640 -0.000034129583 -0.000033101243 -0.000032299203 -0.000031664387 -0.000031173303 -0.000030793415 -0.000030515915 -0.000030322053 -0.000030211190 -0.000030172543 -0.000030211190 -0.000030322053 -0.000030515915 -0.000030793415 -0.000031173303 -0.000031664387 -0.000032299203 -0.000033101243 -0.000034129583 -0.000035435640 -0.000037127302 -0.000039287827 -0.000042042264 -0.000045233376 -0.000048466570 
-0.000042577065 -0.000042431875 -0.000041109950 -0.000039287827 -0.000037524881 -0.000035963079 -0.000034662141 -0.000033589824 -0.000032722601 -0.000032019123 -0.000031457828 -0.000031011149 -0.000030667125 -0.000030409079 -0.000030232172 -0.000030126811 -0.000030093226 -0.000030126811 -0.000030232172 -0.000030409079 -0.000030667125 -0.000031011149 -0.000031457828 -0.000032019123 -0.000032722601 -0.000033589824 -0.000034662141 -0.000035963079 -0.000037524881 -0.000039287827 -0.000041109950 -0.000042431875 
-0.000039670558 -0.000039088137 -0.000038200889 -0.000037127302 -0.000035963079 -0.000034862268 -0.000033873257 -0.000033023994 -0.000032304559 -0.000031708729 -0.000031218773 -0.000030825902 -0.000030516458 -0.000030285045 -0.000030122860 -0.000030028157 -0.000029996079 -0.000030028157 -0.000030122860 -0.000030285045 -0.000030516458 -0.000030825902 -0.000031218773 -0.000031708729 -0.000032304559 -0.000033023994 -0.000033873257 -0.000034862268 -0.000035963079 -0.000037127302 -0.000038200889 -0.000039088137 
-0.000036498068 -0.000036531800 -0.000036122055 -0.000035435640 -0.000034662141 -0.000033873257 -0.000033133954 -0.000032465392 -0.000031882957 -0.000031383626 -0.000030966773 -0.000030624396 -0.000030353353 -0.000030146779 -0.000030002753 -0.000029916738 -0.000029888811 -0.000029916738 -0.000030002753 -0.000030146779 -0.000030353353 -0.000030624396 -0.000030966773 -0.000031383626 -0.000031882957 -0.000032465392 -0.000033133954 -0.000033873257 -0.000034662141 -0.000035435640 -0.000036122055 -0.000036531800 
-0.000035197054 -0.000034931271 -0.000034576433 -0.000034129583 -0.000033589824 -0.000033023994 -0.000032465392 -0.000031945577 -0.000031475362 -0.000031064319 -0.000030711900 -0.000030419435 -0.000030183323 -0.000030003036 -0.000029875176 -0.000029799621 -0.000029774109 -0.000029799621 -0.000029875176 -0.000030003036 -0.000030183323 -0.000030419435 -0.000030711900 -0.000031064319 -0.000031475362 -0.000031945577 -0.000032465392 -0.000033023994 -0.000033589824 -0.000034129583 -0.000034576433 -0.000034931271 
-0.000033521891 -0.000033577785 -0.000033414645 -0.000033101243 -0.000032722601 -0.000032304559 -0.000031882957 -0.000031475362 -0.000031099252 -0.000030760932 -0.000030466970 -0.000030217794 -0.000030015389 -0.000029858256 -0.000029747060 -0.000029680162 -0.000029658255 -0.000029680162 -0.000029747060 -0.000029858256 -0.000030015389 -0.000030217794 -0.000030466970 -0.000030760932 -0.000031099252 -0.000031475362 -0.000031882957 -0.000032304559 -0.000032722601 -0.000033101243 -0.000033414645 -0.000033577785 
-0.000032852518 -0.000032696147 -0.000032518169 -0.000032299203 -0.000032019123 -0.000031708729 -0.000031383626 -0.000031064319 -0.000030760932 -0.000030484242 -0.000030238358 -0.000030028144 -0.000029854395 -0.000029719222 -0.000029622114 -0.000029564179 -0.000029544573 -0.000029564179 -0.000029622114 -0.000029719222 -0.000029854395 -0.000030028144 -0.000030238358 -0.000030484242 -0.000030760932 -0.000031064319 -0.000031383626 -0.000031708729 -0.000032019123 -0.000032299203 -0.000032518169 -0.000032696147 
