     1    1024   0.581767E+00  0.113336E-04
     2     512   0.581767E+00  0.145864E-04
     4     256   0.581767E+00  0.181793E-04
     8     128   0.581767E+00  0.211206E-04
    16      64   0.581767E+00  0.247410E-04
    32      32   0.581767E+00  0.299607E-04
    64      16   0.581767E+00  0.345827E-04
   128       8   0.581767E+00  0.461541E-04
   256       4   0.581767E+00  0.461916E-04
   512       2   0.581767E+00  0.429278E-05
